1,['2013'],['40'],['03:17:46'],M35-39,1,03:17:46,15
2,"['2014', '2013', '2012']","['40', '40', '40']","['03:23:39', '03:19:46', '03:33:20']",M40-44,3,3:25:35,4
4,['2014'],['40'],['04:49:56'],F30-34,1,04:49:56,1
6,['2013'],['40'],['04:16:09'],F25-29,1,04:16:09,1
11,"['2014', '2013', '2012']","['1', '1', '40']","['00:07:51', '00:09:04', '03:22:51']",M35-39,3,5:27:0,4
12,['2014'],['40'],['05:04:08'],M45-49,1,05:04:08,1
13,['2013'],['40'],['04:14:51'],M50-54,1,04:14:51,1
14,['2014'],['40'],['05:02:27'],F25-29,1,05:02:27,1
16,['2013'],['40'],['03:55:08'],F30-34,1,03:55:08,1
17,"['2013', '2012']","['1', '40']","['00:08:26', '04:36:14']",M35-39,2,5:32:5,9
18,"['2014', '2013', '2012']","['20', '40', '20']","['02:34:17', '04:14:04', '02:00:14']",F35-39,3,4:55:9,8
21,['2013'],['40'],['04:32:47'],M50-54,1,04:32:47,1
22,['2013'],['40'],['04:04:29'],F25-29,1,04:04:29,3
23,['2014'],['40'],['05:56:53'],F35-39,1,5:56:53,4
28,['2012'],['40'],['03:30:40'],M40-44,1,03:30:40,1
29,['2014'],['40'],['04:28:02'],M45-49,1,04:28:02,1
33,['2014'],['40'],['06:31:22'],M40-44,1,06:31:22,1
34,['2014'],['40'],['04:02:09'],M35-39,1,04:02:09,8
40,['2013'],['40'],['03:42:52'],M30-34,1,03:42:52,15
41,['2012'],['40'],['04:24:50'],M30-34,1,04:24:50,1
42,['2014'],['40'],['04:26:50'],M40-44,1,04:26:50,1
43,['2014'],['40'],['03:45:55'],M25-29,1,03:45:55,2
44,['2013'],['40'],['04:55:33'],M45-49,1,04:55:33,1
46,['2013'],['40'],['04:34:25'],F50-54,1,04:34:25,20
48,['2014'],['40'],['04:23:30'],M60-64,1,04:23:30,5
52,['2012'],['40'],['03:14:23'],M25-29,1,03:14:23,5
53,"['2014', '2013']","['20', '40']","['01:46:22', '04:16:56']",M30-34,2,4:10:47,8
55,['2014'],['40'],['06:50:23'],F30-34,1,06:50:23,1
56,['2013'],['40'],['03:25:47'],M25-29,1,03:25:47,3
58,['2014'],['40'],['04:32:51'],F25-29,1,04:32:51,1
59,['2014'],['40'],['04:10:03'],M25-29,1,04:10:03,2
60,['2012'],['40'],['03:46:04'],M30-34,1,03:46:04,1
61,"['2014', '2013']","['40', '40']","['03:49:07', '03:47:05']",M25-29,2,3:48:6,3
64,['2012'],['40'],['03:48:10'],M35-39,1,03:48:10,3
