playerId,noOfMontrealMarathons,numAllRaces,averageRuntimeInMarathons,category,didTheyAttend
0,1,1,14024,52.0
1,1,15,11866,37.0
2,4,5,12128,42.0
3,1,1,15360,16.0
4,1,1,17396,32.0
6,1,1,15369,27.0
7,1,2,15423,32.0
8,1,1,21660,32.0
9,1,1,17951,37.0
10,1,1,15891,37.0
11,1,4,12171,37.0
12,1,1,18248,47.0
13,1,1,15291,52.0
14,1,1,18147,27.0
15,1,1,12154,47.0
16,1,1,14108,32.0
17,1,9,16574,37.0
18,1,8,15244,37.0
20,1,1,20917,42.0
21,1,1,16367,52.0
22,1,3,14669,27.0
23,1,5,21413,37.0
24,1,1,15895,42.0
25,1,6,17360,52.0
26,1,1,20803,47.0
27,1,1,13884,47.0
28,1,1,12640,42.0
29,1,1,16082,47.0
31,1,1,12759,21.0
33,1,1,23482,42.0
34,1,8,14201,37.0
36,1,1,15674,42.0
37,1,1,17176,32.0
39,1,1,20691,42.0
40,1,15,13372,32.0
41,1,1,15890,32.0
42,1,1,16010,42.0
43,1,2,13555,27.0
44,1,1,17733,47.0
45,1,1,15693,47.0
46,1,20,16465,52.0
47,1,1,15501,32.0
48,1,5,15810,62.0
49,1,1,16264,42.0
50,1,1,24831,47.0
51,1,1,19195,27.0
52,1,5,11663,27.0
53,1,8,15416,32.0
54,1,1,23653,37.0
55,1,1,24623,32.0
56,1,3,12347,27.0
57,1,1,13555,32.0
58,1,1,16371,27.0
59,1,2,15003,27.0
60,1,1,13564,32.0
61,2,3,13686,27.0
62,1,1,19353,42.0
63,1,1,17404,32.0
64,1,3,13690,37.0
65,1,5,13124,47.0
66,3,9,12875,52.0
67,1,1,13942,21.0
68,1,1,18656,47.0
69,1,2,12775,32.0
71,1,1,17256,42.0
74,1,1,21265,27.0
75,1,2,13533,37.0
76,1,2,16979,37.0
78,1,1,16110,37.0
79,1,1,20291,52.0
80,1,1,27510,52.0
81,1,2,15810,32.0
82,1,1,17382,52.0
84,1,5,14228,27.0
85,1,2,18714,52.0
86,1,1,25969,32.0
89,1,1,16543,32.0
90,1,1,12882,42.0
91,1,1,16233,42.0
92,1,5,16195,47.0
93,1,2,12046,52.0
94,1,1,19823,42.0
96,1,7,17689,52.0
97,1,1,24315,37.0
98,1,1,17135,42.0
99,1,2,20630,37.0
101,1,1,15557,21.0
102,1,1,17873,47.0
103,1,5,13631,32.0
104,1,7,18419,47.0
105,1,3,21767,27.0
106,1,4,21656,21.0
107,1,1,14506,47.0
108,1,1,13876,27.0
110,1,1,14736,21.0
111,1,1,13260,32.0
113,1,1,17784,37.0
114,1,14,15544,42.0
115,1,1,19913,37.0
116,1,1,15338,57.0
117,1,4,20450,42.0
120,1,3,23828,32.0
121,1,6,15983,32.0
122,1,6,14599,32.0
123,1,1,16434,47.0
124,1,2,14871,47.0
125,1,2,13141,37.0
126,1,1,14530,32.0
127,2,2,16253,57.0
128,1,3,15812,21.0
129,1,5,14643,47.0
130,1,1,12437,32.0
131,1,1,15975,32.0
132,1,16,16783,52.0
133,1,1,13991,27.0
134,1,1,13921,52.0
137,1,11,15069,37.0
138,1,1,21384,42.0
139,1,1,19191,62.0
140,4,9,15518,42.0
141,1,2,15511,47.0
142,1,3,18485,37.0
143,1,1,13760,21.0
144,1,1,18560,37.0
145,1,7,14156,32.0
147,1,1,14753,21.0
148,1,3,17874,52.0
149,1,1,10743,42.0
152,1,2,13116,21.0
153,1,2,20422,47.0
154,1,2,21650,32.0
155,1,1,15521,27.0
157,2,18,12585,47.0
159,1,1,21364,27.0
160,1,1,8323,32.0
161,1,2,14970,27.0
162,2,5,16466,37.0
163,1,1,15674,42.0
165,1,2,16424,32.0
166,1,1,14532,42.0
167,1,1,23355,62.0
168,1,3,16351,42.0
169,1,1,13593,27.0
170,1,8,14269,32.0
171,1,3,15335,52.0
172,1,16,10675,37.0
173,1,1,17448,42.0
174,1,1,24045,47.0
175,1,1,23328,27.0
176,2,2,15593,42.0
181,1,7,17386,47.0
182,1,1,14905,52.0
183,1,1,20160,67.0
184,1,1,16369,27.0
185,2,8,16214,42.0
187,1,4,15838,47.0
188,1,1,22544,21.0
189,2,6,9927,57.0
190,1,4,13643,32.0
191,1,1,20837,42.0
192,1,3,17554,42.0
193,1,3,17835,42.0
194,1,4,13983,27.0
195,1,1,19058,21.0
196,1,1,18247,42.0
197,2,6,14751,37.0
198,1,6,15674,42.0
199,1,1,15578,47.0
202,3,11,16138,52.0
204,1,1,22041,42.0
205,2,5,11508,42.0
206,1,2,14990,52.0
207,2,17,9850,47.0
208,1,2,15655,37.0
210,1,2,15216,37.0
212,1,4,14436,42.0
213,1,1,17537,32.0
214,1,3,15295,27.0
215,2,2,17542,52.0
216,1,1,22830,21.0
217,1,6,19699,32.0
218,1,1,20255,37.0
220,1,1,18619,27.0
221,3,4,20736,42.0
222,1,2,16959,37.0
223,1,1,11663,32.0
224,1,2,16822,42.0
225,1,1,16667,47.0
226,1,1,19693,47.0
228,1,2,14267,27.0
229,1,7,19549,37.0
230,1,1,17315,27.0
231,1,6,13620,21.0
232,1,1,11660,21.0
233,1,2,16791,42.0
234,1,1,18302,16.0
235,1,1,22415,27.0
236,2,7,17279,52.0
237,1,3,17029,47.0
238,1,1,18098,52.0
239,1,1,17883,42.0
240,1,3,14345,37.0
241,1,1,16019,32.0
242,1,1,16611,52.0
243,1,1,12913,52.0
244,1,1,17074,37.0
245,1,1,15879,21.0
246,1,4,14335,27.0
247,1,8,14345,37.0
248,1,2,17830,42.0
249,1,5,15479,27.0
250,1,1,15134,27.0
252,1,1,15264,42.0
254,1,1,17506,32.0
255,1,1,19844,21.0
256,1,1,18590,42.0
257,1,2,16438,42.0
258,2,9,13810,52.0
259,1,7,16740,42.0
260,2,3,20253,21.0
261,1,2,22483,52.0
262,1,1,17428,47.0
263,1,1,17506,21.0
264,1,1,18392,32.0
265,2,2,14986,37.0
266,2,2,16516,62.0
267,1,1,15674,42.0
268,1,1,21757,16.0
269,1,1,12640,27.0
270,1,6,15450,47.0
272,1,2,14461,32.0
274,1,3,14666,21.0
275,2,2,6798,62.0
276,1,1,17663,52.0
277,1,1,18346,52.0
278,1,1,11888,37.0
280,1,2,15640,52.0
281,1,1,15737,32.0
282,2,7,12596,37.0
283,1,1,18052,21.0
284,1,3,17856,37.0
285,1,1,18477,52.0
286,1,5,15438,57.0
287,1,1,12651,42.0
288,1,1,12355,37.0
289,1,1,15645,37.0
290,1,2,17053,57.0
291,1,6,16807,52.0
293,1,1,16471,21.0
294,1,1,17518,52.0
295,1,1,19033,32.0
296,2,3,14429,42.0
298,1,1,15777,37.0
299,1,3,18790,52.0
301,1,1,16985,32.0
303,1,2,18077,52.0
304,1,1,19319,27.0
305,1,1,14887,21.0
306,1,1,16603,37.0
307,2,2,13635,21.0
308,1,1,16600,37.0
309,1,1,15170,37.0
310,1,2,17110,21.0
312,1,1,15413,27.0
313,1,1,22291,42.0
314,1,1,11495,42.0
315,1,25,13235,27.0
316,1,2,19715,42.0
317,1,4,16909,42.0
318,1,1,17252,37.0
319,3,5,12329,42.0
320,1,1,15292,37.0
321,3,4,13196,42.0
322,1,17,15080,37.0
326,1,1,21479,42.0
327,1,3,18730,37.0
328,1,3,23544,32.0
329,1,1,16336,37.0
330,1,1,17187,21.0
331,1,35,14825,21.0
332,1,37,15889,42.0
333,1,2,11198,32.0
334,1,2,13817,37.0
335,1,6,18218,42.0
336,1,2,19322,47.0
337,2,3,12114,42.0
339,1,1,15632,32.0
341,1,2,13744,37.0
342,1,6,13710,57.0
343,1,4,11893,27.0
344,1,6,16219,32.0
345,1,7,14836,32.0
346,1,1,17682,27.0
347,1,4,19914,52.0
348,1,4,24759,21.0
349,1,14,15043,32.0
350,2,3,13324,37.0
352,1,1,15014,37.0
353,2,6,26521,21.0
354,1,1,13221,57.0
355,1,4,17819,47.0
356,1,1,17465,37.0
357,1,3,13738,37.0
358,1,2,13270,57.0
359,1,10,13775,37.0
360,1,1,17576,32.0
362,1,1,16476,27.0
363,1,2,16120,37.0
364,1,5,13812,37.0
367,1,2,15810,32.0
368,1,1,16962,42.0
369,1,1,14352,32.0
370,1,1,17718,37.0
371,1,4,14058,47.0
372,1,2,22804,37.0
373,1,1,19301,57.0
375,1,7,15082,32.0
376,1,1,12256,27.0
377,1,1,12285,62.0
378,1,1,19927,32.0
379,3,10,18377,57.0
380,1,1,23626,32.0
381,1,2,17595,37.0
382,1,1,19577,47.0
383,1,6,16865,27.0
384,1,82,9770,52.0
387,2,21,9598,47.0
389,1,1,18260,27.0
391,1,1,15810,32.0
393,1,2,13914,42.0
394,1,12,14402,67.0
396,1,1,11968,47.0
397,1,1,14943,42.0
398,1,2,13237,21.0
399,1,2,17713,32.0
400,1,1,21157,52.0
401,1,2,17652,32.0
403,1,2,16058,37.0
404,1,3,12942,42.0
405,1,3,14801,21.0
406,1,1,21613,37.0
407,1,1,14565,37.0
408,1,1,16402,42.0
409,1,2,23819,27.0
410,1,14,13340,27.0
411,1,2,16826,42.0
412,1,3,15567,47.0
413,1,1,23156,42.0
414,1,2,14355,47.0
415,1,5,12032,52.0
416,1,3,18632,47.0
417,1,1,15850,27.0
418,1,1,13702,32.0
419,1,13,12867,32.0
420,2,5,17793,42.0
421,2,14,17553,52.0
422,1,1,14378,32.0
423,1,2,14290,57.0
424,1,7,18511,27.0
425,1,4,19623,62.0
426,1,4,20039,32.0
428,1,5,13996,47.0
430,1,1,15059,37.0
431,1,1,15292,27.0
432,2,8,14948,37.0
433,1,1,12498,27.0
434,1,3,14611,27.0
435,1,1,14380,47.0
436,1,1,14857,57.0
437,1,3,13220,42.0
438,1,3,14090,37.0
439,1,2,19499,16.0
440,1,1,23831,57.0
441,1,1,16166,21.0
442,1,17,12428,52.0
443,1,16,12404,32.0
444,1,1,14485,47.0
445,1,2,13885,32.0
446,1,1,21171,52.0
447,1,1,17037,21.0
448,1,1,15013,47.0
449,1,2,19341,32.0
450,1,1,15838,47.0
451,2,3,13418,21.0
452,1,1,15233,21.0
453,1,1,17781,27.0
454,1,1,12913,37.0
455,1,3,20477,42.0
456,1,4,13002,32.0
457,1,1,15031,32.0
459,1,1,13902,32.0
460,1,1,16628,42.0
461,1,9,12883,47.0
462,1,1,15591,42.0
463,1,10,18368,47.0
464,1,1,11815,42.0
465,1,1,15499,27.0
467,1,1,11891,37.0
468,2,4,14975,47.0
469,1,2,11719,27.0
470,1,1,15319,57.0
473,1,1,14426,27.0
474,1,2,16048,57.0
475,1,6,15452,57.0
476,2,22,14292,57.0
477,1,2,13815,47.0
478,2,3,17552,37.0
479,1,1,12559,37.0
480,1,1,16763,42.0
481,1,9,16333,57.0
482,1,9,12483,37.0
483,1,22,15509,32.0
484,1,1,13854,27.0
485,1,1,20486,32.0
486,1,31,11204,32.0
487,1,2,13759,52.0
488,1,1,14191,32.0
489,2,4,16370,42.0
490,1,3,9925,32.0
491,1,1,19192,32.0
492,1,2,13186,37.0
493,1,1,15416,32.0
494,1,3,18311,47.0
495,1,3,16386,37.0
497,1,3,12634,42.0
498,1,1,11760,21.0
499,1,1,21956,32.0
500,2,3,14684,37.0
501,1,1,13468,37.0
503,1,2,23344,32.0
505,1,1,15080,47.0
506,1,1,16099,52.0
507,1,7,19673,32.0
508,1,1,12262,47.0
510,1,9,15919,27.0
512,1,2,15851,42.0
514,1,2,18189,37.0
515,1,12,16169,52.0
517,1,3,11639,42.0
518,1,2,16671,52.0
520,1,1,14750,21.0
521,1,4,15929,27.0
522,1,1,20371,47.0
523,2,2,15809,37.0
524,1,1,16452,37.0
525,1,1,16225,27.0
527,1,1,21716,42.0
528,1,2,13961,37.0
529,1,2,11711,37.0
530,1,4,13611,21.0
531,1,5,18313,47.0
532,1,1,21749,42.0
533,1,2,14033,62.0
534,1,1,15569,21.0
535,1,1,17625,37.0
536,1,3,21349,32.0
537,1,1,18044,21.0
538,1,1,19259,52.0
539,1,3,12531,37.0
540,1,2,17758,32.0
541,1,1,12761,57.0
542,1,1,23153,47.0
543,1,2,15417,37.0
544,1,1,14337,42.0
546,1,1,24526,27.0
548,2,4,13040,27.0
549,1,18,16465,52.0
550,1,1,17464,27.0
551,1,21,12892,37.0
553,1,1,18909,21.0
554,1,3,15768,42.0
555,1,3,13962,42.0
556,1,1,18026,42.0
557,1,6,14995,37.0
560,1,1,15007,37.0
561,1,1,18666,21.0
562,1,1,20347,37.0
563,1,1,13822,32.0
564,2,7,12417,27.0
567,1,1,17217,21.0
569,1,1,14876,21.0
570,1,1,19358,21.0
571,1,1,14970,27.0
572,1,1,16827,32.0
573,1,5,17942,47.0
574,1,2,16051,32.0
575,1,1,12578,42.0
576,1,1,19690,27.0
577,4,16,15008,52.0
578,1,1,16514,32.0
579,1,1,15838,47.0
580,1,5,13916,57.0
581,1,2,13812,37.0
582,1,1,17956,32.0
583,1,5,18017,42.0
584,1,1,15585,32.0
585,1,1,13333,57.0
586,1,5,20840,27.0
587,1,1,16223,37.0
588,2,4,20638,32.0
589,1,6,21049,37.0
590,1,3,13871,21.0
591,1,3,14285,21.0
592,1,5,15549,47.0
593,1,4,17081,27.0
594,1,5,11720,47.0
595,1,1,13095,37.0
596,1,1,13925,37.0
597,1,1,16396,27.0
598,1,1,20676,42.0
601,1,2,17707,32.0
602,1,1,17092,37.0
603,1,3,15732,37.0
604,1,2,24608,27.0
606,1,4,15642,37.0
607,1,1,15956,27.0
608,1,1,18611,52.0
609,1,4,15437,37.0
610,1,14,14801,37.0
611,1,1,14446,42.0
612,1,1,14958,47.0
613,2,15,17161,37.0
614,1,1,17992,21.0
615,1,4,16086,42.0
616,1,1,20639,37.0
618,1,2,15023,47.0
619,1,1,17054,27.0
620,1,1,13716,57.0
622,1,1,21170,37.0
623,1,1,13316,21.0
624,1,3,12767,37.0
625,1,1,13105,32.0
