2,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,11509,M40-44
7,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15423,M30-34
25,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17360,F50-54
34,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
46,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F50-54
75,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13533,M35-39
99,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20630,M35-39
114,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
117,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20450,M40-44
124,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14871,F45-49
129,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14643,M45-49
129,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
140,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16381,F40-44
148,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17874,M50-54
152,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13116,F18-24
154,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21650,M30-34
176,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14565,M40-44
185,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17713,F40-44
189,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,-1,M55-59
192,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M40-44
193,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19333,M40-44
207,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
215,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19869,F50-54
217,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19699,M30-34
221,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,22886,M40-44
248,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17830,F40-44
249,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F25-29
258,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13997,M50-54
261,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,24033,F50-54
261,2015-05-03,BMOVANCOUVERMARATHON,MARATHON,20933,F50-54
265,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14515,M35-39
270,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15450,M45-49
272,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14461,M30-34
274,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14666,M18-24
282,2015-10-04,MARATHONDERIMOUSKI,MARATHON,11816,M30-39
282,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
284,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17856,F35-39
290,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17053,M55-59
291,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16807,M50-54
299,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18790,F50-54
302,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M20-24
303,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18077,M50-54
315,2015-05-03,GOODLIFEFITNESSTORONTOMARATHON,MARATHON,13110,M30-34
316,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19715,M40-44
319,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12342,M40-44
323,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
331,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M20-24
335,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18218,M40-44
337,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,11959,M40-44
341,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13744,F35-39
342,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M55-59
353,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,27519,F18-24
355,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17819,M45-49
379,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21515,M55-59
381,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17595,M35-39
384,2015-10-04,MARATHONDERIMOUSKI,MARATHON,9800,M50-59
384,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M50-54
387,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
393,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13914,F40-44
394,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14402,M65-69
399,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17713,F30-34
403,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16058,M35-39
410,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M25-29
411,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16826,M40-44
412,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15151,F45-49
414,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14355,M45-49
419,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M30-34
425,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19623,M60-64
439,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19499,F15-17
442,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M55-59
451,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13579,M18-24
456,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13002,M30-34
469,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,11719,M25-29
475,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15452,M55-59
478,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16838,M35-39
486,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M30-34
486,2015-08-30,MARATHONSSQLÉVIS-QUÉBEC,MARATHON,-1,M30-39
486,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M30-34
490,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,9925,M30-34
494,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18554,M45-49
494,2015-05-03,GOODLIFEFITNESSTORONTOMARATHON,MARATHON,18069,M45-49
518,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16671,M50-54
523,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15218,M35-39
536,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21349,F30-34
539,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12531,M35-39
540,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17758,F30-34
549,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M55-59
573,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17942,M45-49
574,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16051,M30-34
577,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15504,M50-54
580,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13916,M55-59
591,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14285,M18-24
592,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F45-49
601,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17707,F30-34
604,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,24608,M25-29
606,2015-08-30,MARATHONSSQLÉVIS-QUÉBEC,MARATHON,-1,F30-39
615,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
618,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15023,M45-49
630,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17274,M40-44
635,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19941,M50-54
638,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12869,M45-49
649,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
656,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12845,M40-44
670,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15517,M55-59
673,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13316,M45-49
681,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16316,F45-49
700,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,1KM-P'TITMARATHON,352,M13+
701,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13830,M30-34
702,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17116,M30-34
709,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14931,M35-39
719,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14909,M45-49
740,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16081,M40-44
745,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18043,M40-44
751,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M40-44
754,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17793,M40-44
766,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18366,F30-34
779,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16262,M18-24
780,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21799,M45-49
786,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20474,M30-34
790,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16877,M55-59
795,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14810,M35-39
799,2015-05-03,BMOVANCOUVERMARATHON,MARATHON,14333,M40-44
800,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13036,M35-39
805,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12751,F35-39
807,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20616,F35-39
824,2015-06-14,EDGETOEDGEMARATHON,MARATHON,16347,M51+
824,2015-05-31,SASKATCHEWANMARATHON,MARATHON,16305,M60-64
834,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21331,M55-59
843,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,1KM-P'TITMARATHON,446,M13+
844,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18083,M25-29
857,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19321,M35-39
873,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13028,F45-49
874,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F45-49
878,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,F35-39
883,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20658,F35-39
891,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16681,M40-44
903,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M30-34
908,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14124,M50-54
915,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16998,F45-49
918,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M50-54
940,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14597,M45-49
942,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19138,F18-24
948,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19875,M50-54
950,2015-05-03,BMOVANCOUVERMARATHON,MARATHON,16657,F40-44
951,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15691,F30-34
953,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20383,F25-29
957,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21813,F50-54
959,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13841,F35-39
964,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15734,M18-24
965,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,11850,M45-49
966,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M50-54
1005,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18074,F45-49
1021,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17870,M35-39
1025,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18982,M35-39
1030,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M35-39
1041,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12374,M35-39
1049,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14827,M40-44
1051,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17630,M30-34
1054,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16396,M40-44
1057,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12749,M55-59
1074,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15891,M30-34
1078,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13346,M30-34
1081,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16649,M30-34
1086,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18760,F55-59
1091,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15420,F25-29
1101,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,F30-34
1106,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M60-64
1112,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13741,M40-44
1113,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16280,M40-44
1121,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,22954,M35-39
1125,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19169,F45-49
1128,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14368,M25-29
1131,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13134,M50-54
1132,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14521,M50-54
1134,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15756,F50-54
1142,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14955,M50-54
1148,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,25658,M25-29
1165,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12536,M30-34
1189,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18720,F40-44
1194,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F19-
1199,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M40-44
1200,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14416,F40-44
1202,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,10574,M45-49
1204,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16443,M35-39
1214,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14727,M40-44
1216,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20477,M60-64
1222,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,19521,M40-44
1224,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M30-34
1229,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13527,M18-24
1235,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18627,F50-54
1237,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18681,M50-54
1239,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12021,F35-39
1246,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17464,M18-24
1259,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12742,M45-49
1266,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14562,M40-44
1269,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17847,F40-44
1270,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
1274,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16744,M45-49
1275,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18343,M25-29
1279,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15184,M18-24
1282,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,12567,M40-44
1284,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,14156,M35-39
1287,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,18555,M35-39
1290,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,17037,M50-54
1293,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,23048,F25-29
1301,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,21976,M35-39
1304,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16912,M55-59
1305,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M60-64
1309,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,16168,M45-49
1314,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M40-44
1315,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,13861,M40-44
1325,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,15521,M18-24
1327,2015-09-20,MARATHONOASISROCK'N'ROLLDEMONTREAL,MARATHON,20501,M30-34
