2,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,12219,M40-44
11,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,P'TITMARATHON1KMTEL-JEUNES,471,M13+
22,2014-05-25,TAMARACKOTTAWARACEWEEKEND,SCOTIABANKOTTAWAMARATHON,-1,F25-29
23,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,21413,F35-39
34,2014-10-19,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,13874,M35-39
34,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,14529,M35-39
43,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,13555,M25-29
46,2014-05-25,TAMARACKOTTAWARACEWEEKEND,SCOTIABANKOTTAWAMARATHON,-1,F50-54
48,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,15810,M60-64
59,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,15003,M25-29
61,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,13747,M25-29
65,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,13124,M45-49
66,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,13071,M45-49
76,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,16979,F35-39
81,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,-1,M30-34
85,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,18714,M50-54
93,2014-08-24,MARATHONSSQLÉVIS-QUÉBEC,MARATHON,-1,M50-59
96,2014-05-25,TAMARACKOTTAWARACEWEEKEND,SCOTIABANKOTTAWAMARATHON,-1,M50-54
104,2014-09-28,MARATHONOASISROCK‘N’ROLLDEMONTRÉAL,MARATHON,18419,F45-49
