34,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
46,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F50-54
114,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
129,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
192,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M40-44
207,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
249,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F25-29
261,2015-05-03,BMOVANCOUVERMARATHON,MARATHON,20933,F50-54
282,2015-10-04,MARATHONDERIMOUSKI,MARATHON,11816,M30-39
282,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
302,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M20-24
315,2015-05-03,GOODLIFEFITNESSTORONTOMARATHON,MARATHON,13110,M30-34
323,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
331,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M20-24
342,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M55-59
384,2015-10-04,MARATHONDERIMOUSKI,MARATHON,9800,M50-59
384,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M50-54
387,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
410,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M25-29
419,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M30-34
442,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M55-59
486,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,M30-34
486,2015-08-30,MARATHONSSQLÉVIS-QUÉBEC,MARATHON,-1,M30-39
486,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M30-34
494,2015-05-03,GOODLIFEFITNESSTORONTOMARATHON,MARATHON,18069,M45-49
549,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M55-59
592,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F45-49
606,2015-08-30,MARATHONSSQLÉVIS-QUÉBEC,MARATHON,-1,F30-39
615,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M45-49
649,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M35-39
751,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M40-44
799,2015-05-03,BMOVANCOUVERMARATHON,MARATHON,14333,M40-44
824,2015-06-14,EDGETOEDGEMARATHON,MARATHON,16347,M51+
824,2015-05-31,SASKATCHEWANMARATHON,MARATHON,16305,M60-64
874,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,F45-49
878,2015-10-18,SCOTIABANKTORONTOWATERFRONTMARATHON,MARATHON,-1,F35-39
903,2015-05-24,TAMARACKOTTAWARACEWEEKEND,OTTAWAMARATHON,-1,M30-34
