1,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:17:46,M35-39
1,2013-06-29,DemiMarathondeSherbrooke,DEMI-MARATHON,01:30:10,M30-39
1,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,M35-39
2,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:19:46,M40-44
6,2013-09-22,Marathon Oasis de Montreal,Marathon,04:16:09,F25-29
11,2013-09-22,MarathonOasisdeMontreal,1KMP'TITMARATHON,00:09:04,M13+
13,2013-09-22,Marathon Oasis de Montreal,Marathon,04:14:51,M50-54
16,2013-09-22,Marathon Oasis de Montreal,Marathon,03:55:08,F30-34
17,2013-11-03,OkaRoadRace,HALFMARATHON,01:55:30,M30-39
17,2013-09-22,MarathonOasisdeMontreal,1KMP'TITMARATHON,00:08:26,M13+
17,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M35-39
17,2013-04-28,BanqueScotia21kmet5km,21KM,02:12:53,M35-39
17,2013-02-17,DemiMarathonHypothermique,DEMI-MARATHON,02:03:09,M30-39
18,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:14:04,F25-29
18,2013-05-05,"GoodlifeTorontoMarathon,HalfMarathon,and5k",HALFMARATHON,02:10:52,F25-29
21,2013-09-22,Marathon Oasis de Montreal,Marathon,04:32:47,M50-54
22,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:04:29,F25-29
22,2013-05-12,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:44:22,F20-29
23,2013-11-03,OkaRoadRace,10KM,00:56:45,F30-39
40,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:42:52,M30-34
40,2013-09-08,Ironman70.3Muskoka,OVERALLRESULTS,05:51:48,M30-34
40,2013-08-03,NationalCapitalTriathlonDuathlonandRelays,OLYMPICTRIATHLON,02:42:40,M30-34
40,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,M30-34
40,2013-05-18,OttawaEarlyBirdTriathlonandDuathlon,SPRINTTRIATHLON,01:26:48,M30-34
43,2013-06-15,MudHeroMontreal,6KM,00:35:31,M20-24
44,2013-09-22,Marathon Oasis de Montreal,Marathon,04:55:33,M45-49
46,2013-09-29,Unpasversl'espoir,10KM,01:03:43,F50+
46,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:34:25,F50-54
46,2013-09-15,LaGrandeVadrouille,10KM,00:56:32,F50-59
46,2013-08-25,LaValsedescoureurs,10KM,00:57:02,F50-59
46,2013-08-14,Le5kmEndurance,5KM,00:27:01,F50-59
46,2013-08-04,DéfiBoréalSainte-Anne-de-Bellevue,20KM,02:06:28,F50-59
46,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,F50-54
46,2013-04-28,BanqueScotia21kmet5km,21KM,02:02:30,F50-54
46,2013-03-24,CourseetmarchepopulairesdeLaSalle,10KM,00:56:01,F50-59
48,2013-10-06,ClassiqueDuParcLaFontaine,10KM,00:49:20,M60-69
48,2013-04-14,CourseSaint-Laurent,10KM,00:51:38,M60-69
52,2013-06-29,TupperLakeTinmanTriathlon,TINMANTRIATHLON,05:22:47,M25-29
52,2013-02-17,WintermanMarathonandMarathonRelays,HALFMARATHON,01:34:31,M25-29
53,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:16:56,M30-34
53,2013-04-28,BanqueScotia21kmet5km,21KM,01:59:52,M30-34
56,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:25:47,M25-29
61,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:47:05,M25-29
64,2013-06-16,TourduLacBrome,10KMROUTE,00:46:32,M30-39
65,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:49:40,M45-49
65,2013-06-16,TourduLacBrome,20KMROUTE,01:57:49,M40-49
66,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:33:35,M45-49
66,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
68,2013-09-22,Marathon Oasis de Montreal,Marathon,05:10:56,M45-49
69,2013-08-10,SeaWheezeHalfMarathon,HALFMARATHON,01:40:29,MALE
81,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,02:11:40,M30-34
84,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:48:30,F25-29
92,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:29:55,M45-49
96,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:55:41,M50-54
100,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,02:00:24,F40-44
100,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,F40-44
100,2013-02-17,DemiMarathonHypothermique,DEMI-MARATHON,02:12:23,F40-49
102,2013-09-22,Marathon Oasis de Montreal,Marathon,04:57:53,M45-49
103,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:47:11,M30-34
103,2013-07-06,CourseduFestivalChampetredeSaint-Thecle,10KM,00:48:18,M30-39
104,2013-11-03,OkaRoadRace,HALFMARATHON,01:54:01,F40-49
104,2013-04-28,BanqueScotia21kmet5km,21KM,02:02:14,F45-49
105,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:59:19,F25-29
106,2013-04-28,BanqueScotia21kmet5km,21KM,02:10:50,F20-24
111,2013-09-22,Marathon Oasis de Montreal,Marathon,03:41:00,F30-34
114,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:46:07,M40-44
114,2013-06-16,TourduLacBrome,20KMROUTE,01:36:24,M40-49
114,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,M40-44
114,2013-04-28,BanqueScotia21kmet5km,21KM,01:45:45,M40-44
114,2013-03-24,CourseetmarchepopulairesdeLaSalle,5KM,00:20:57,M40-49
114,2013-02-17,DemiMarathonHypothermique,DEMI-MARATHON,01:43:24,M40-49
116,2013-09-22,Marathon Oasis de Montreal,Marathon,04:15:38,F55-59
117,2013-09-07,DefiJebouge,10KM,01:11:05,M30-39
121,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:26:23,M30-34
122,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:03:19,M25-29
122,2013-08-25,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:46:05,M20-29
122,2013-06-16,TourduLacBrome,20KMROUTE,02:01:14,M20-29
122,2013-05-12,DefiGerardCotedeSt-Hyacinthe,10KM,00:49:43,M20-29
123,2013-09-22,Marathon Oasis de Montreal,Marathon,04:33:54,F45-49
125,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:39:01,M35-39
125,2013-05-05,DemiMarathonInternationalOasisdeLevis,DEMIMARATHON,01:43:15,M30-39
126,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:10,M30-34
127,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:21:52,M55-59
128,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:23:32,F18-24
131,2013-09-22,Marathon Oasis de Montreal,Marathon,04:26:15,M30-34
132,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:39:43,F50-54
132,2013-06-02,BeatBeethoven8KmRun,8KM,00:45:04,F50-59
132,2013-04-27,"RuntoendMSHalf-Marathon,5kmand10km",HALFMARATHON,02:07:02,F50-59
132,2013-02-17,WintermanMarathonandMarathonRelays,HALFMARATHON,02:17:02,F50-54
133,2013-09-22,Marathon Oasis de Montreal,Marathon,03:53:11,M25-29
134,2013-09-22,Marathon Oasis de Montreal,Marathon,03:52:01,M50-54
137,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:11:09,M35-39
137,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,M35-39
140,2013-11-03,OkaRoadRace,HALFMARATHON,01:43:06,F30-39
140,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:50:13,F35-39
140,2013-06-09,DefiDeux-Montagnes,10KM,00:47:52,F30-39
140,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,F35-39
140,2013-04-21,CoursePrintaniereOka,"21,1KMCOURSE",01:44:24,F30-39
142,2013-06-16,Defidesescaliers,13KM,01:32:57,F30-39
145,2013-10-20,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:21:19,M30-34
145,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M30-34
148,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:58:11,M45-49
157,2013-10-06,ClassiqueDuParcLaFontaine,10KM,00:39:51,M40-49
157,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:39:36,M45-49
157,2013-09-14,CycloLa*Montrealaise,90KM,03:42:51,M45-49
157,2013-09-07,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:31:24,M45-49
157,2013-08-11,GranfondoGarneau-Cascades,110KM,03:55:39,M40-49
157,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
157,2013-04-28,BanqueScotia21kmet5km,21KM,01:30:21,M45-49
159,2013-09-22,Marathon Oasis de Montreal,Marathon,05:56:04,M25-29
162,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:37:23,F35-39
162,2013-05-12,BonjourPrintemps,DEMIMARATHON,02:03:20,F30-39
169,2013-09-22,Marathon Oasis de Montreal,Marathon,03:46:33,M25-29
170,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:59:09,M30-34
171,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:15:35,M50-54
171,2013-04-28,BanqueScotia21kmet5km,21KM,01:50:56,M50-54
172,2013-09-22,MarathonOasisdeMontreal,MARATHON,02:57:55,M35-39
172,2013-06-23,IronmanMont-Tremblant70.3,70.3RESULTS,05:22:46,M35-39
172,2013-05-19,DuathlonSorel-Tracy,COMPETITIF,01:33:42,M30-39
172,2013-04-28,BanqueScotia21kmet5km,21KM,01:23:47,M35-39
172,2013-04-14,CourseSaint-Laurent,10KM,00:37:29,M30-39
172,2013-03-24,CourseetmarchepopulairesdeLaSalle,5KM,00:17:58,M30-39
172,2013-02-17,DemiMarathonHypothermique,DEMI-MARATHON,01:29:33,M30-39
181,2013-10-13,DemimarathondescouleursdeBecancour,21.1KM,01:47:04,M40-49
181,2013-09-08,Demi-marathonGranby,21KMCOURSE,01:53:08,M40-49
181,2013-03-02,DefiNordique,40KMCLASSIQUE,02:40:09,M45-49
185,2013-08-25,MarathondesDeuxRivesLévis-Québec,MARATHON,04:24:45,F40-49
185,2013-06-16,Defidesescaliers,SPRINTEUR,00:12:49,F40-49
185,2013-06-16,Defidesescaliers,19KM,02:42:08,F40-49
185,2013-06-16,Defidesescaliers,GRIMPEUR,00:05:29,F40-49
185,2013-06-02,CoursedelaBatailledesPlaines,10KM,00:55:00,F40-49
185,2013-05-05,DemiMarathonInternationalOasisdeLevis,DEMIMARATHON,02:02:48,F40-49
187,2013-09-22,MarathonOasisdeMontreal,MARATHON,-1,M45-49
189,2013-09-22,ArmyRun-Coursedel'armee,HALFMARATHON-DEMIMARATHON,01:48:20,M55-59
189,2013-08-25,MarathondesDeuxRivesLévis-Québec,MARATHON,04:04:34,M50-59
189,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M55-59
189,2013-02-17,WintermanMarathonandMarathonRelays,HALFMARATHON,01:56:32,CLYDE
190,2013-07-06,MudHeroHalifax,OVERALL,00:46:51,F30-34
190,2013-05-19,ScotiabankBlueNoseMarathon,RECHARGEWITHMILKHALFMARATHON,01:37:14,F30-39
193,2013-08-25,MarathondesDeuxRivesLévis-Québec,MARATHON,04:32:17,M30-39
197,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:03:32,M35-39
197,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M35-39
198,2013-11-03,OkaRoadRace,HALFMARATHON,02:12:25,F40-49
198,2013-09-22,MarathonOasisdeMontreal,MARATHON,-1,F40-44
199,2013-09-22,Marathon Oasis de Montreal,Marathon,04:19:38,F45-49
202,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:02:14,M50-54
202,2013-02-17,DemiMarathonHypothermique,DEMI-MARATHON,01:50:00,M50-59
203,2013-10-06,ClassiqueDuParcLaFontaine,5KM,00:19:34,M20-29
205,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:06:44,M40-44
205,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
206,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:57:36,F50-54
206,2013-05-19,ScotiabankBlueNoseMarathon,SCOTIABANKFULLMARATHON,04:22:04,F50-59
207,2013-08-25,MarathondesDeuxRivesLévis-Québec,10KM,00:55:46,M40-49
207,2013-05-26,OttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
207,2013-05-05,DemiMarathonInternationalOasisdeLevis,DEMIMARATHON,01:43:21,M40-49
210,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:13:36,F35-39
212,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,01:47:40,M40-44
212,2013-02-17,DemiMarathonHypothermique,DEMI-MARATHON,01:51:04,M40-49
214,2013-09-22,MarathonOasisdeMontreal,MARATHON,04:14:55,F25-29
214,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,F20-24
217,2013-09-22,MarathonOasisdeMontreal,DEMI-MARATHON,02:09:15,M30-34
221,2013-09-22,MarathonOasisdeMontreal,MARATHON,05:09:08,M35-39
222,2013-06-23,ScotiabankVancouverHalfMarathon,HALFMARATHON,02:05:17,M35-39
223,2013-09-22,Marathon Oasis de Montreal,Marathon,03:14:23,M30-34
228,2013-09-22,MarathonOasisdeMontreal,MARATHON,03:57:47,M25-29
228,2013-05-26,OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON,-1,M25-29
